Collection,FloorEthPrice,MaxEthPrice,MinEthPrice,Sales,TimeStamp,VolumeInEth,Prediction_Start,SMA,RSI,buy_signal,sell_signal,action
pudgypenguins,1.045,1.2,1.045,12,1645228800,13.47,False,1.2058999999999997,44.10335730398243,0,1,1
pudgypenguins,0.91,1.0,0.91,12,1645401600,11.46,False,1.2013999999999998,42.17899827768388,0,1,1
pudgypenguins,0.859,1.15,0.859,12,1645574400,12.054,False,1.1743499999999998,41.327468817033086,0,1,1
pudgypenguins,0.761,1.19,0.761,18,1645660800,16.854,False,1.1603999999999997,39.41610636386095,0,1,1
pudgypenguins,0.76,0.842,0.76,12,1645920000,9.611999999999998,False,1.1383999999999999,39.39286798747536,0,1,1
pudgypenguins,0.7661,0.7663,0.7661,18,1646179200,13.7916,False,1.101705,39.66410420127888,0,1,1
pudgypenguins,0.75,0.908,0.75,36,1646265600,30.048000000000005,False,1.080705,39.08698939687144,0,1,1
pudgypenguins,0.76,1.6,0.76,18,1646352000,19.56,False,1.0617050000000001,39.76741431373921,0,1,1
pudgypenguins,0.682,0.683,0.682,12,1646524800,8.190000000000001,False,1.045805,35.86165815594997,0,1,1
pudgypenguins,0.6511,0.664,0.6511,24,1646611200,15.7866,False,1.0278100000000001,34.19840807898699,0,1,1
pudgypenguins,0.59,0.655,0.59,12,1646697600,7.470000000000001,False,1.006285,30.681242073807404,0,1,1
pudgypenguins,0.59,0.59,0.59,6,1646784000,3.5399999999999996,False,0.9850100000000002,30.681242073807404,0,1,1
pudgypenguins,0.6499,0.72,0.6499,12,1646870400,8.2194,False,0.9645050000000002,40.11548680984375,0,1,1
pudgypenguins,0.998,0.998,0.998,6,1646956800,5.988,False,0.9604050000000003,69.88688607103377,1,0,-1
pudgypenguins,0.69,0.69,0.69,6,1647043200,4.14,False,0.9406050000000004,45.09278052795613,0,1,1
pudgypenguins,0.715,0.715,0.715,6,1647216000,4.29,False,0.9233550000000005,47.00053951982471,0,1,1
pudgypenguins,0.88,0.88,0.88,6,1647388800,5.28,False,0.9188550000000004,58.80809264825728,0,0,0
